Year,Rank,Player,Club,Nationality,Points,P1,P2,P3,P4,P5,Votes,RankPts,Share,Percent,Voted
1964,14,Helmut Haller,Bologna,West Germany,4,0,0,1,0,0,1,3.6,0.0127,0.0381,0.0476
1964,15,José Torres,Benfica,Portugal,3,0,0,0,1,1,2,3.3,0.0095,0.0286,0.0952
1964,16,Coen Moulijn,Ferencváros,Netherlands,2,0,0,0,1,0,1,3.1,0.0063,0.0190,0.0476
1964,16,Flórián Albert,Milan,Hungary,2,0,0,0,1,0,1,3.1,0.0063,0.0190,0.0476
1964,16,José Altafini,Feyenoord,Italy,2,0,0,0,1,0,1,3.1,0.0063,0.0190,0.0476
1964,19,Giacinto Facchetti,Juventus,Italy,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Sandro Mazzola,Internazionale,Italy,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Bobby Moore,Anderlecht,England,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Klaus Urbanczyk,Hallrup IK,Germany (East),1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Ole Madsen,Internazionale,Denmark,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Omar Sívori,West Ham United,Italy,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Jef Jurion,Juventus,Belgium,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1964,19,Néstor Combin,Chemie Halle,France,1,0,0,0,0,1,1,2.6,0.0032,0.0095,0.0476
1965,1,Eusébio,Benfica,Portugal,67,9,3,3,0,1,16,50.0,0.2127,0.6381,0.7619
1965,2,Giacinto Facchetti,Internazionale,Italy,59,3,8,4,0,0,15,25.0,0.1873,0.5619,0.7143
1965,3,Luis Suárez Miramontes,Internazionale,Spain,45,4,3,3,2,0,12,16.7,0.1429,0.4286,0.5714
1965,4,Paul Van Himst,Anderlecht,Belgium,25,0,2,3,4,0,9,12.5,0.0794,0.2381,0.4286
1965,5,Bobby Charlton,Manchester United,England,19,1,1,2,2,0,6,10.0,0.0603,0.1810,0.2857
1965,6,Flórián Albert,Ferencváros,Hungary,14,0,1,1,2,3,7,8.3,0.0444,0.1333,0.3333
1965,7,Gianni Rivera,Milan,Italy,10,1,0,0,2,1,4,7.1,0.0317,0.0952,0.1905
1965,8,Georgi Asparuhov,Levski Sofia,Bulgaria,9,1,1,0,0,0,2,6.3,0.0286,0.0857,0.0952
1965,8,Alessandro Mazzola,Internazionale,Italy,9,1,0,1,0,1,3,6.3,0.0286,0.0857,0.1429
1965,8,Valery Voronin,Torpedo Moscow,Soviet Union,9,0,1,0,1,3,5,6.3,0.0286,0.0857,0.2381
1965,11,Denis Law,Manchester United,Scotland,8,0,1,1,0,1,3,4.5,0.0254,0.0762,0.1429
1965,12,Karl-Heinz Schnellinger,Milan,West Germany,6,0,0,2,0,0,2,4.2,0.0190,0.0571,0.0952
1965,13,Ferenc Puskás,Real Madrid CF,Spain,5,1,0,0,0,0,1,3.8,0.0159,0.0476,0.0476
1965,13,Jim Baxter,Sunderland,Scotland,5,0,0,1,0,2,3,3.8,0.0159,0.0476,0.1429
1965,15,Mario Corso,Internazionale,Italy,3,0,0,0,1,1,2,3.3,0.0095,0.0286,0.0952
1965,15,Lev Yashin,Dynamo Moscow,Soviet Union,3,0,0,0,1,1,2,3.3,0.0095,0.0286,0.0952
1965,17,Mário Coluna,Benfica,Portugal,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1965,17,Amancio Amaro,Real Madrid CF,Spain,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1965,17,Franz Beckenbauer,Bayern Munich,West Germany,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1965,17,Milan Galić,Partizan,Yugoslavia,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1965,17,Philippe Gondet,Nantes,France,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1965,17,Andrej Kvašňák,Sparta Prague,Czechoslovakia,2,0,0,0,1,0,1,2.9,0.0063,0.0190,0.0476
1965,17,Ferenc Bene,Ujpest Dozsa,Hungary,2,0,0,0,0,2,2,2.9,0.0063,0.0190,0.0952
1965,17,Slava Metreveli,Dinamo Tbilisi,Soviet Union,2,0,0,0,0,2,2,2.9,0.0063,0.0190,0.0952
1965,25,Ivor Allchurch,Cardiff City,Wales,1,0,0,0,0,1,1,2.0,0.0032,0.0095,0.0476
1965,25,Jakob Kühn,Zürich,Switzerland,1,0,0,0,0,1,1,2.0,0.0032,0.0095,0.0476
1965,25,Sigfried Held,Borussia Dortmund,West Germany,1,0,0,0,0,1,1,2.0,0.0032,0.0095,0.0476
1966,1,Bobby Charlton,Manchester United,England,81,12,3,1,3,0,19,50.0,0.2455,0.7364,0.8636
1966,2,Eusébio,S.L. Benfica,Portugal,80,5,10,5,0,0,20,25.0,0.2424,0.7273,0.9091
1966,3,Franz Beckenbauer,Bayern Munich,West Germany,59,0,5,10,2,5,22,16.7,0.1788,0.5364,1.0000
1966,4,Bobby Moore,West Ham United,England,31,2,3,1,2,2,10,12.5,0.0939,0.2818,0.4545
1966,5,Flórián Albert,Ferencváros,Hungary,23,1,1,1,4,3,10,10.0,0.0697,0.2091,0.4545
1966,6,Ferenc Bene,Ujpest Dozsa,Hungary,8,0,0,1,2,1,4,8.3,0.0242,0.0727,0.1818
1966,7,Lev Yashin,Dynamo Moscow,Soviet Union,6,1,0,0,0,1,2,7.1,0.0182,0.0545,0.0909
1966,7,Alan Ball,Everton,England,6,0,0,2,0,0,2,7.1,0.0182,0.0545,0.0909
1966,7,János Farkas,Vasas,Hungary,6,0,0,0,2,2,4,7.1,0.0182,0.0545,0.1818
1966,10,José Torres,S.L. Benfica,Portugal,5,1,0,0,0,0,1,5.0,0.0152,0.0455,0.0455
1966,11,Mario Corso,Internazionale,Italy,4,0,0,0,2,0,2,4.5,0.0121,0.0364,0.0909
1966,11,Valery Voronin,Torpedo Moscow,Soviet Union,4,0,0,0,1,2,3,4.5,0.0121,0.0364,0.1364
1966,13,Mário Coluna,S.L. Benfica,Portugal,3,0,0,1,0,0,1,3.8,0.0091,0.0273,0.0455
1966,14,Georgi Asparuhov,Levski Sofia,Bulgaria,2,0,0,0,1,0,1,3.6,0.0061,0.0182,0.0455
1966,14,Geoff Hurst,West Ham United,England,2,0,0,0,1,0,1,3.6,0.0061,0.0182,0.0455
1966,14,Sandro Mazzola,Internazionale,Italy,2,0,0,0,1,0,1,3.6,0.0061,0.0182,0.0455
1966,14,Gordon Banks,Leicester City,England,2,0,0,0,1,0,1,3.6,0.0061,0.0182,0.0455
1966,18,Tony Dunne,Manchester United,Ireland,1,0,0,0,0,1,1,2.8,0.0030,0.0091,0.0455
1966,18,Willi Schulz,Hamburger SV,West Germany,1,0,0,0,0,1,1,2.8,0.0030,0.0091,0.0455
1966,18,Denis Law,Manchester United,Scotland,1,0,0,0,0,1,1,2.8,0.0030,0.0091,0.0455
1966,18,Paul Van Himst,Anderlecht,Belgium,1,0,0,0,0,1,1,2.8,0.0030,0.0091,0.0455
1966,18,Igor Chislenko,Dynamo Moscow,Soviet Union,1,0,0,0,0,1,1,2.8,0.0030,0.0091,0.0455
1966,18,Helmut Haller,Bologna,West Germany,1,0,0,0,0,1,1,2.8,0.0030,0.0091,0.0455
1967,1,Flórián Albert,Ferencváros,Hungary,68,8,4,3,0,3,18,50.0,0.1884,0.5651,0.7500
1967,2,Bobby Charlton,Manchester United,England,40,4,2,1,4,1,12,25.0,0.1108,0.3324,0.5000
1967,3,Jimmy Johnstone,Celtic,Scotland,39,2,5,1,3,0,11,16.7,0.1080,0.3241,0.4583
1967,4,Franz Beckenbauer,Bayern Munich,West Germany,37,2,2,6,0,1,11,12.5,0.1025,0.3075,0.4583
1967,5,Eusébio,S.L. Benfica,Portugal,26,2,2,1,2,1,8,10.0,0.0720,0.2161,0.3333
1967,6,Tommy Gemmell,Celtic,Scotland,21,1,1,2,3,0,7,8.3,0.0582,0.1745,0.2917
1967,7,Gerd Müller,Bayern Munich,West Germany,18,3,0,1,0,0,4,7.1,0.0499,0.1579,0.1667
1967,8,George Best,Manchester United,Northern Ireland,18,0,3,1,1,1,6,6.3,0.0499,0.1496,0.2500
1967,9,Igor Chislenko,Dynamo Moscow,Soviet Union,9,1,0,0,2,0,3,5.6,0.0249,0.0748,0.1250
1967,10,Sandro Mazzola,Internazionale,Italy,8,0,2,0,0,0,2,5.0,0.0222,0.0665,0.0833
1967,10,János Farkas,Vasas,Hungary,8,0,0,2,1,0,3,5.0,0.0222,0.0665,0.1250
1967,10,Pirri,Real Madrid CF,Spain,8,0,0,2,1,0,3,5.0,0.0222,0.0665,0.1250
1967,13,Eduard Streltsov,Torpedo Moscow,Soviet Union,6,1,0,0,0,1,2,3.8,0.0166,0.0499,0.0833
1967,13,Luigi Riva,Cagliari,Italy,6,0,0,1,0,3,4,3.8,0.0166,0.0499,0.1667
1967,15,Anatoliy Byshovets,Dynamo Kyiv,Soviet Union,5,0,0,0,2,1,3,3.3,0.0139,0.0416,0.1250
1967,16,Gianni Rivera,Milan,Italy,4,0,1,0,0,0,1,3.1,0.0111,0.0332,0.0417
1967,16,Alan Ball,Everton,England,4,0,1,0,0,0,1,3.1,0.0111,0.0332,0.0417
1967,16,Helmut Haller,Bologna,West Germany,4,0,1,0,0,0,1,3.1,0.0111,0.0332,0.0417
1967,16,Włodzimierz Lubański,Górnik Zabrze,Poland,4,0,0,0,1,2,3,3.1,0.0111,0.0332,0.1250
1967,20,Giacinto Facchetti,Internazionale,Italy,3,0,0,1,0,0,1,2.5,0.0083,0.0249,0.0417
1967,20,Paul Van Himst,Anderlecht,Belgium,3,0,0,1,0,0,1,2.5,0.0083,0.0249,0.0417
1967,20,Zvezdan Čebinac,1. FC Nürnberg,Yugoslavia,3,0,0,1,0,0,1,2.5,0.0083,0.0249,0.0417
1967,20,Geoff Hurst,West Ham United,England,3,0,0,0,1,1,2,2.5,0.0083,0.0249,0.0833
1967,20,Wolfgang Overath,1. FC Köln,West Germany,3,0,0,0,1,1,2,2.5,0.0083,0.0249,0.0833
1967,25,Valery Voronin,Torpedo Moscow,Soviet Union,2,0,0,0,1,0,1,2.0,0.0055,0.0166,0.0417
1967,25,Nikola Kotkov,Lokomotiv Sofia,Bulgaria,2,0,0,0,1,0,1,2.0,0.0055,0.0166,0.0417
1967,27,Louis Pilot,Standard Liège,Luxembourg,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,Néstor Combin,Torino,France,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,Pedro de Felipe,Real Madrid CF,Spain,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,Zygfryd Szołtysik,Górnik Zabrze,Poland,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,José Augusto,Benfica,Portugal,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,Ove Kindvall,Feyenoord,Sweden,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,Johan Cruijff,Ajax,Netherlands,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1967,27,Jørn Bjerregaard,Rapid Wien,Denmark,1,0,0,0,0,1,1,1.9,0.0028,0.0083,0.0417
1968,1,George Best,Manchester United,Northern Ireland,61,7,3,4,1,0,15,50.0,0.1627,0.4880,0.6000
1968,2,Bobby Charlton,Manchester United,England,53,5,3,4,2,0,14,25.0,0.1413,0.4240,0.5600
1968,3,Dragan Džajić,Red Star Belgrade,Yugoslavia,46,4,2,3,3,3,15,16.7,0.1227,0.3680,0.6000
1968,4,Franz Beckenbauer,Bayern Munich,West Germany,36,3,3,2,1,1,10,12.5,0.0960,0.2880,0.4000
1968,5,Giacinto Facchetti,Internazionale,Italy,30,2,4,0,1,2,9,10.0,0.0800,0.2400,0.3600
1968,6,Luigi Riva,Cagliari,Italy,22,1,2,1,2,2,8,8.3,0.0587,0.1760,0.3200
1968,7,Amancio Amaro,Real Madrid CF,Spain,21,1,1,3,1,1,7,7.1,0.0560,0.1680,0.2800
1968,8,Eusébio,Benfica,Portugal,15,0,2,1,2,0,5,6.3,0.0400,0.1200,0.2000
1968,9,Gianni Rivera,Milan,Italy,13,1,2,0,0,0,3,5.6,0.0347,0.1040,0.1200
1968,10,Jimmy Greaves,Tottenham Hotspur,England,8,1,0,1,0,0,2,5.0,0.0213,0.0640,0.0800
1968,10,Pirri,Real Madrid CF,Spain,8,0,0,2,1,0,3,5.0,0.0213,0.0640,0.1200
1968,12,Willi Schulz,Hamburger SV,West Germany,7,0,1,0,1,1,3,4.2,0.0187,0.0560,0.1200
1968,12,Antal Dunai,Ujpest Dozsa,Hungary,7,0,0,1,2,0,3,4.2,0.0187,0.0560,0.1200
1968,14,Georgi Asparuhov,Levski Sofia,Bulgaria,6,0,1,0,0,2,3,3.6,0.0160,0.0480,0.1200
1968,14,Albert Shesternyov,CSKA Moscow,Soviet Union,6,0,0,1,1,1,3,3.6,0.0160,0.0480,0.1200
1968,16,Ove Kindvall,Feyenoord,Sweden,5,0,0,0,2,1,3,3.1,0.0133,0.0400,0.1200
1968,17,Lajos Szucs,Ferencváros,Hungary,4,0,1,0,0,0,1,2.9,0.0107,0.0320,0.0400
1968,17,Alessandro Mazzola,Internazionale,Italy,4,0,0,1,0,1,2,2.9,0.0107,0.0320,0.0800
1968,17,Flórián Albert,Ferencváros,Hungary,4,0,0,0,2,0,2,2.9,0.0107,0.0320,0.0800
1968,20,Gerd Müller,Bayern Munich,West Germany,3,0,0,1,0,0,1,2.5,0.0080,0.0240,0.0400
1968,20,Johan Cruijff,Ajax,Netherlands,3,0,0,0,1,1,2,2.5,0.0080,0.0240,0.0800
1968,22,Jack Charlton,Leeds United,England,2,0,0,0,1,0,1,2.3,0.0053,0.0160,0.0400
1968,22,Bobby Moore,West Ham United,England,2,0,0,0,1,0,1,2.3,0.0053,0.0160,0.0400
1968,24,Alan Ball,Everton,England,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Ferenc Bene,Ujpest Dozsa,Hungary,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Angelo Domenghini,Internazionale,Italy,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Mirsad Fazlagić,FK Sarajevo,Yugoslavia,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Tommy Gemmell,Celtic,Scotland,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Jimmy Johnstone,Celtic,Scotland,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Murtaz Khurtsilava,Dinamo Tbilisi,Soviet Union,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Ivica Osim,Željezničar Sarajevo,Yugoslavia,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1968,24,Louis Pilot,Standard Liège,Luxembourg,1,0,0,0,0,1,1,2.1,0.0027,0.0080,0.0400
1969,1,Gianni Rivera,Milan,Italy,83,14,1,2,1,1,19,50.0,0.2034,0.6103,0.7308
1969,2,Luigi Riva,Cagliari,Italy,79,10,3,3,4,0,20,25.0,0.1936,0.5809,0.7692
1969,3,Gerd Müller,Bayern Munich,West Germany,38,0,2,6,5,2,15,16.7,0.0931,0.2794,0.5769
1969,4,Johan Cruijff,Ajax,Netherlands,30,1,2,2,4,3,12,12.5,0.0735,0.2206,0.4615
1969,4,Ove Kindvall,Feyenoord,Sweden,30,0,2,3,5,3,13,12.5,0.0735,0.2206,0.5000
1969,6,George Best,Manchester United,Northern Ireland,21,0,4,1,1,0,6,8.3,0.0515,0.1544,0.2308
1969,7,Franz Beckenbauer,Bayern Munich,West Germany,18,0,3,2,0,0,5,7.1,0.0441,0.2647,0.1923
1969,8,Pierino Prati,Milan,Italy,17,1,2,1,0,1,5,6.3,0.0417,0.1250,0.1923
1969,9,Petar Zhekov,CSKA Sofia,Bulgaria,14,0,2,2,0,0,4,5.6,0.0343,0.1029,0.1538
1969,10,Jack Charlton,Leeds United,England,10,0,1,2,0,0,3,5.0,0.0245,0.0735,0.1154
1969,11,Albert Shesternyov,CSKA Moscow,Soviet Union,8,0,2,0,0,0,2,4.5,0.0196,0.0588,0.0769
1969,12,Dragan Džajić,Red Star Belgrade,Yugoslavia,6,0,0,0,2,2,4,4.2,0.0147,0.0441,0.1538
1969,13,Franny Lee,Manchester City,England,4,0,1,0,0,0,1,3.8,0.0098,0.0294,0.0385
1969,13,Martin Peters,West Ham United,England,4,0,1,0,0,0,1,3.8,0.0098,0.0294,0.0385
1969,15,Jozef Adamec,Spartak Trnava,Czechoslovakia,3,0,0,1,0,0,1,3.3,0.0074,0.0221,0.0385
1969,15,Bobby Charlton,Manchester United,England,3,0,0,1,0,0,1,3.3,0.0074,0.0221,0.0385
1969,15,Angelo Sormani,Milan,Italy,3,0,0,0,0,3,3,3.3,0.0074,0.0221,0.1154
1969,18,Ferenc Bene,Ujpest Dozsa,Hungary,2,0,0,0,1,0,1,2.8,0.0049,0.0147,0.0385
1969,18,Andrej Kvašňák,KV Mechelen,Czechoslovakia,2,0,0,0,1,0,1,2.8,0.0049,0.0147,0.0385
1969,18,Louis Pilot,Standard Liège,Luxembourg,2,0,0,0,1,0,1,2.8,0.0049,0.0147,0.0385
1969,18,Giorgos Sideris,Olympiakos,Greece,2,0,0,0,1,0,1,2.8,0.0049,0.0147,0.0385
1969,18,Manuel Velázquez,Real Madrid CF,Spain,2,0,0,0,0,2,2,2.8,0.0049,0.0147,0.0769
1969,23,Billy Bremner,Leeds United,Scotland,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Kazimierz Deyna,Legia Warsaw,Poland,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Mimis Domazos,Panathinaikos,Greece,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Gilbert Gress,VfB Stuttgart,France,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Jimmy Johnstone,Celtic,Scotland,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Włodzimierz Lubański,Górnik Zabrze,Poland,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Vladimir Muntyan,Dynamo Kyiv,Soviet Union,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Wilfried Van Moer,Standard Liège,Belgium,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1969,23,Ivo Viktor,Dukla Praha,Czechoslovakia,1,0,0,0,0,1,1,2.2,0.0025,0.0074,0.0385
1970,1,Gerd Müller,Bayern Munich,West Germany,77,8,5,2,5,1,21,50.0,0.1964,0.5893,0.8077
1970,2,Bobby Moore,West Ham United,England,70,6,7,3,0,3,19,25.0,0.1786,0.5357,0.7308
1970,3,Luigi Riva,Cagliari,Italy,65,5,4,4,5,2,20,16.7,0.1658,0.4974,0.7692
1970,4,Franz Beckenbauer,Bayern Munich,West Germany,32,2,3,1,3,1,10,12.5,0.0816,0.2449,0.3846
1970,5,Wolfgang Overath,1. FC Köln,West Germany,29,3,0,3,2,1,9,10.0,0.0740,0.2219,0.3462
1970,6,Dragan Džajić,Red Star Belgrade,Yugoslavia,24,1,1,3,3,0,8,8.3,0.0612,0.1837,0.3077
1970,7,Johan Cruijff,Ajax,Netherlands,13,0,1,2,1,1,5,7.1,0.0332,0.0995,0.1923
1970,8,Gordon Banks,Stoke City,England,8,0,2,0,0,0,2,6.3,0.0204,0.0612,0.0769
1970,8,Alessandro Mazzola,Internazionale,Italy,8,0,0,1,2,1,4,6.3,0.0204,0.0612,0.1538
1970,10,Rinus Israël,Feyenoord,Netherlands,7,1,0,0,1,0,2,5.0,0.0179,0.0536,0.0769
1970,10,Gianni Rivera,Milan,Italy,7,1,0,0,0,2,3,5.0,0.0179,0.0536,0.1154
1970,10,Uwe Seeler,Hamburger SV,West Germany,7,0,1,1,0,0,2,5.0,0.0179,0.0536,0.0769
1970,10,Albert Shesternyov,CSKA Moscow,Soviet Union,7,0,0,1,1,2,4,5.0,0.0179,0.0536,0.1538
1970,14,Angelo Domenghini,Cagliari,Italy,4,0,1,0,0,0,1,3.6,0.0102,0.0306,0.0385
1970,14,Ove Kindvall,Feyenoord,Sweden,4,0,0,1,0,1,2,3.6,0.0102,0.0306,0.0769
1970,14,Franny Lee,Manchester City,England,4,0,0,1,0,1,2,3.6,0.0102,0.0306,0.0769
1970,14,Willem van Hanegem,Feyenoord,Netherlands,4,0,0,1,0,1,2,3.6,0.0102,0.0306,0.0769
1970,18,Alan Ball,Everton,England,3,0,0,1,0,0,1,2.8,0.0077,0.0230,0.0385
1970,18,Terence Cooper,Leeds United,England,3,0,0,1,0,0,1,2.8,0.0077,0.0230,0.0385
1970,18,Giacinto Facchetti,Internazionale,Italy,3,0,0,0,1,1,2,2.8,0.0077,0.0230,0.0769
1970,18,Geoff Hurst,West Ham United,England,3,0,0,0,1,1,2,2.8,0.0077,0.0230,0.0769
1970,22,Eusébio,Benfica,Portugal,2,0,0,0,1,0,1,2.3,0.0051,0.0153,0.0385
1970,22,Josip Skoblar,Olympique Marseille,Yugoslavia,2,0,0,0,0,2,2,2.3,0.0051,0.0153,0.0769
1970,24,Cornel Dinu,Dinamo București,Romania,1,0,0,0,0,1,1,2.1,0.0026,0.0077,0.0385
1970,24,Jean Djorkaeff,Paris Saint-Germain,France,1,0,0,0,0,1,1,2.1,0.0026,0.0077,0.0385
1970,24,Florea Dumitrache,Dinamo București,Romania,1,0,0,0,0,1,1,2.1,0.0026,0.0077,0.0385
1970,24,Franz Hasil,Feyenoord,Austria,1,0,0,0,0,1,1,2.1,0.0026,0.0077,0.0385
1970,24,Hansi Kreische,Dynamo Dresden,Germany (East),1,0,0,0,0,1,1,2.1,0.0026,0.0077,0.0385
1970,24,Carles Rexach,FC Barcelona,Spain,1,0,0,0,0,1,1,2.1,0.0026,0.0077,0.0385
1971,1,Johan Cruijff,Ajax,Netherlands,116,19,5,0,0,1,25,50.0,0.2974,0.8923,0.9615
1971,2,Alessandro Mazzola,Internazionale,Italy,57,3,6,3,3,3,18,25.0,0.1462,0.4385,0.6923
1971,3,George Best,Manchester United,Northern Ireland,56,1,5,8,3,1,18,16.7,0.1436,0.4308,0.6923
1971,4,Günter Netzer,Borussia Mönchengladbach,West Germany,30,1,1,3,4,4,13,12.5,0.0769,0.2308,0.5000
1971,5,Franz Beckenbauer,Bayern Munich,West Germany,27,0,4,2,1,3,10,10.0,0.0692,0.2077,0.3846
1971,6,Gerd Müller,Bayern Munich,West Germany,18,1,1,1,2,2,7,8.3,0.0462,0.1385,0.2692
1971,6,Josip Skoblar,Olympique Marseille,Yugoslavia,18,1,0,2,2,3,8,8.3,0.0462,0.1385,0.3077
1971,8,Martin Chivers,Tottenham Hotspur,England,12,0,1,1,2,1,5,6.3,0.0308,0.0923,0.1923
1971,9,Piet Keizer,Ajax,Netherlands,9,0,1,1,1,0,3,5.6,0.0231,0.0692,0.1154
1971,10,Bobby Moore,West Ham United,England,7,0,1,1,0,0,2,5.0,0.0179,0.0538,0.0769
1971,10,Ferenc Bene,Ujpest Dozsa,Hungary,7,0,0,1,1,2,4,5.0,0.0179,0.0538,0.1538
1971,12,Yevgeniy Rudakov,Dynamo Kyiv,Soviet Union,6,0,0,1,1,1,3,4.2,0.0154,0.0462,0.1154
1971,13,Giacinto Facchetti,Internazionale,Italy,4,0,1,0,0,0,1,3.8,0.0103,0.0308,0.0385
1971,13,Mimis Domazos,Panathinaikos,Greece,4,0,0,1,0,1,2,3.8,0.0103,0.0308,0.0769
1971,15,Pirri,Real Madrid CF,Spain,3,0,0,1,0,0,1,3.3,0.0077,0.0231,0.0385
1971,15,Dragan Džajić,Red Star Belgrade,Yugoslavia,3,0,0,0,1,1,2,3.3,0.0077,0.0231,0.0769
1971,15,Berti Vogts,Borussia Mönchengladbach,West Germany,3,0,0,0,1,1,2,3.3,0.0077,0.0231,0.0769
1971,18,Terry Cooper,Leeds United,England,2,0,0,0,1,0,1,2.8,0.0051,0.0154,0.0385
1971,18,Francis Lee,Manchester City,England,2,0,0,0,1,0,1,2.8,0.0051,0.0154,0.0385
1971,18,Wolfgang Overath,Internazionale,West Germany,2,0,0,0,1,0,1,2.8,0.0051,0.0154,0.0385
1971,18,Wilfried Van Moer,Standard Liège,Belgium,2,0,0,0,1,0,1,2.8,0.0051,0.0154,0.0385
1971,22,Bobby Charlton,Manchester United,England,1,0,0,0,0,1,1,2.3,0.0026,0.0077,0.0385
1971,22,Albert Shesternyov,CSKA Moscow,Soviet Union,1,0,0,0,0,1,1,2.3,0.0026,0.0077,0.0385
1972,1,Franz Beckenbauer,Bayern Munich,West Germany,81,10,4,1,6,0,21,50.0,0.2160,0.6480,0.8400
1972,2,Gerd Müller,Bayern Munich,West Germany,79,7,4,6,5,0,22,25.0,0.2107,0.6320,0.8800
1972,2,Günter Netzer,Borussia Mönchengladbach,West Germany,79,5,7,6,4,0,22,25.0,0.2107,0.6320,0.8800
1972,4,Johan Cruijff,Ajax,Netherlands,73,3,9,4,5,0,21,12.5,0.1947,0.5840,0.8400
1972,5,Piet Keizer,Ajax,Netherlands,13,0,1,1,0,6,8,10.0,0.0347,0.1040,0.3200
1972,6,Kazimierz Deyna,Legia Warsaw,Poland,6,0,0,1,1,1,3,8.3,0.0160,0.0480,0.1200
1972,7,Gordon Banks,Stoke City,England,4,0,0,1,0,1,2,7.1,0.0107,0.0320,0.0800
1972,7,Barry Hulshoff,Ajax,Netherlands,4,0,0,1,0,1,2,7.1,0.0107,0.0320,0.0800
1972,7,Włodzimierz Lubański,Górnik Zabrze,Poland,4,0,0,1,0,1,2,7.1,0.0107,0.0320,0.0800
1972,7,Bobby Moore,West Ham United,England,4,0,0,1,0,1,2,7.1,0.0107,0.0320,0.0800
1972,11,Hristo Bonev,Lokomotiv Plovdiv,Bulgaria,3,0,0,1,0,0,1,4.5,0.0080,0.0240,0.0400
1972,11,Murtaz Khurtsilava,Dinamo Tbilisi,Soviet Union,3,0,0,1,0,0,1,4.5,0.0080,0.0240,0.0400
1972,11,Gerrie Mühren,Ajax,Netherlands,3,0,0,0,1,1,2,4.5,0.0080,0.0240,0.0800
1972,11,Paul Van Himst,Anderlecht,Belgium,3,0,0,0,1,1,2,4.5,0.0080,0.0240,0.0800
1972,15,Antal Dunai,Ujpest Dozsa,Hungary,2,0,0,0,1,0,1,3.3,0.0053,0.0160,0.0400
1972,15,Eusébio,Benfica,Portugal,2,0,0,0,1,0,1,3.3,0.0053,0.0160,0.0400
1972,15,Alessandro Mazzola,Internazionale,Italy,2,0,0,0,0,2,2,3.3,0.0053,0.0160,0.0800
1972,18,Amancio Amaro,Real Madrid CF,Spain,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
1972,18,Paul Breitner,Bayern Munich,West Germany,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
1972,18,Giorgio Chinaglia,Lazio,Italy,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
1972,18,Dragan Džajić,Red Star Belgrade,Yugoslavia,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
1972,18,Johnny Giles,Leeds United,Ireland,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
1972,18,John Greig,Glasgow Rangers,Scotland,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
1972,18,Johan Neeskens,Ajax,Netherlands,1,0,0,0,0,1,1,2.8,0.0027,0.0080,0.0400
